,id,text,sentiment_text
0,275052289409,you will,you will
1,275047289404,", Oh so really his rap is beyond ur time aye lol?! you need that dumb down hip hip!!! Wow pipe emz. LMAO.", Oh so really his rap is beyond ur time aye lol you need that dumb down hip Wow pipe emz. LMAO.
2,275044289401,you can eat it!,you can eat it
3,275049289406, maybe a broken mbp from eBay? One with a broken screen or something. Good luck., maybe a broken mbp from eBay One with a broken screen or something. Good luck.
4,275051289408,"yeah if I am at a laptop/desktop I can do tabs, but most of my tweeting is on the run with an iphone so it is easier this way",yeah if I am at a laptopdesktop I can do tabs but most of my tweeting is on the run with an iphone so it is easier this way
5,275050289407,"I feel that coal will always be dirty. On the other hand, it will all be burned all of it. that is human nature...",I feel that coal will always be dirty. On the other hand it will all be burned all of it. that is human nature.
6,275053289410,"Eso fue yo ayer. I had the worst day.  I hope you feel better, querida.",Eso fue yo ayer. I had the worst day. I hope you feel better querida.
7,275046289403,Hey Jill,Hey Jill
8,275045289402,"you must be kidding, biatch? ;o noway :o mAY=tte han va okej A$?ndAY=",you must be kidding biatch o noway o mAYtte han va okej AndAY
9,275048289405,N e waaaaay. I am go n 2 sleep. I got to work @ that cencentration camp 2 morrow. Crak ah dawn,N e waay. I am go n sleep. I got to work that centration camp morrow. Crak ah dawn
