,id,text
0,939512627880972289,"ALERT! Just in time for the season, would like give ONE of my."
1,600677561178390528,Niagara Falls @ Niagara Falls
2,939510144970493952,"Saturday family time at home when we are not traveling. it is my favorite [?]We wake up slow,."
3,600071357238538240,Little deer makes me squee! There were about other ones around this lovely too. .
4,600190028350955520,"@ Niagara Falls, New York"
5,600663102984716288,Mere working very hard on planning Tuesday's vacation-schedule while anticipating some protein fuels.
6,940666477673435136,Holiday hours until Christmas. Looking forward to seeing you all stop in for your Holiday.
7,600467298793697280,The rental car I got for the week @.
8,939544278296088578,Come down and see Nicole to taste through our sale wines this weekend and stock up on holiday.
9,939524588022706177,"we are not actually at the hotel. But you probably guessed that. (at + coffee in Buffalo, NY)"
