,id,text,sentiment_text
0,125961140318," Awesome podcast guys, not a big podcast fan but consider me a regular, I hope I was not too late for the beta", Awesome podcast guys not a big podcast fan but consider me a regular I hope I was not too late for the beta
1,125958140315,only prob is I already pay for mobile broadband and they will not transfer it to iPhone for me so I would be paying twice  is it any good?,only prob is I already pay for mobile broadband they will not transfer it to iPhone for me so I would be paying twice is it any good
2,125955140312,Get 100 followers a day using www.tweeterfollow.com Once you add everyone you are on the train or pay vip,Get followers a day using ww.tweeterfollow.com Once you add everyone you are on the train or pay vip
3,125963140320,"they are real basic nothing major, a ""Lucky Fellow"" edit and a couple Curtis joints...i will send em when they are worthy",they are real basic nothing major a Lucky Fellow edit and a couple Curtis joints.i will send em when they are worthy
4,125954140311,ohh ur intentions are always good ...I got a laugh out of it lol,ohh ur intentions are always good .I got a laugh out of it lol
5,125956140313,& that is what it is all about..I shall follow him then.  There is nothing I feel more negative towards then negativity itself!, that is what is all about.I shall follow him then. There is nothing I feel more negative towards then negativity itself
6,125962140319,"thiiiss iiss fuuun!! i only catched the last 5 minutes tho'  got outta tha shower, logged in and what do i see on twitter??",thiiss fuun i only catched the last minutes tho got outta tha shower logged in and what do i see on twitter
7,125957140314,Yes they are.,Yes they are.
8,125960140317,hope ur having a gd night loveeee  x,hope ur having a gd night lovee x
9,125959140316,your tweet was just included in The Longest Poem in the World www.longestpoemintheworld.com/tweet/15639/,your tweet was just included in The Longest Poem in the World ww.longestpoemintheworld.comtweet 
