,id,text,sentiment_text
0,168948183305,"- Connie, Phoebe, Alan, Graeme, Leon, Keith - there is LOADS of people going again this year .... should be fun #glasto", Connie Phoebe Alan Graeme Leon Keith there is LOADS of people going again this year . should be fun 
1,168949183306,i would still let Xavier DeRosnay suck it,i would still let Xavier DeRosnay suck it
2,168944183301,Just one or two updates there my friend lol,Just one or two updates there my friend lol
3,168953183310,"Oh hi, sorry i have been busy working on that site  yea thankyou for the tips as you can see iv'e used it on my site",Oh hi sorry i have been busy working on that site yea thankyou for the tips as you can see ive used it on my site
4,168945183302,- check this out - , check this out 
5,168947183304,I hope you enjoy the movie! I am glad you are having a date!,I hope you enjoy the movie I am glad you are having a date
6,168946183303,"I would send you mine but our devilkitty Mephistopheles, Lord of the Eight Layer of Hell has already consumed it long ago",I would send you mine but our devilkitty Mephistopheles Lord of the Eight Layer of Hell has already consumed it long ago
7,168951183308,"however in ur case, please do not stop trying",however in ur case please do not stop trying
8,168952183309,"Hello there  Thanks for the follow... you seem well worthy of following too, good times",Hello there Thanks for the follow. you seem well worthy of following too good times
9,168950183307,"nice.  I shall, thank you!",nice. I shall thank you
