,id,text
0,477948342769840128,Someone take me to the giraffe sanctuary/ hotel
1,477187041638109186,"the world is a book, and people who do not travel it read only one page"
2,477235847951970304,the view from our hotel is breathtaking
3,478589696306470912,I need to travel the world.
4,478586782741970945,"""we are like a married couple, I got up and went to work and you stayed home and slept in and planned a vacation when you woke up. I love it"""
5,477477184378904576,Knee Deep - ZBB makes me need to go on vacation again [?]
6,478425610357071872,I just want to hike & adventure all the time but no bc need more friends
7,476803160460513280,Or I wish it was not going to storm in an hour so that I could go on a nature trail
8,479031961118203905,"This my hotel-room-view. I am looking at this, listening to John Mayer. I am a lucky vagabond girl."
9,477873310819430400,I want to go on a crazy adventure
