,id,text,sentiment_text
0,5128365640,haha you know it,ha you know it
1,5128165638,cool that would be nice,cool that would be nice
2,5127465631,I am barely walking since my April accident-   had to cancel the coaching.  'm a mess.,I am barely walking since my April accident had to cancel the coaching. m a mess.
3,5127565632,the lens was 70mm  I could not,the lens was mm I could not
4,5127665633,"No. I was not clear. I read tech books this weeks on train, rather than catching up on sleep... not the other way round",No. I was not clear. I read tech books this weeks on train rather than catching up on sleep. not the other way round
5,5127865635,chillin in the tub,chillin the tub
6,5127765634,Got zero autographs. I am off to NY now with no coat! Current temperature: 19 degrees celcius!,Got zero autographs. I am off to NY now with no coat Current temperature degrees celcius
7,5128265639,that would be awesome  Good luck with it.,that would be awesome Good luck with it.
8,5128065637,"been doing this shit a long time, and run into my share if script kiddies.",been doing this shit a long time and run into my share if script kiddies.
9,5127965636,"  Cute pic! I can ""hear"" them laughing.", Cute pic I can hear them laughing.
