,id,text,sentiment_text
0,118920133277,Or you just find a new show Kate  Mayb I will start watching Merlin...or movies I have missed,Or you just find a new show Kate Mayb I will start watching Merlin.or movies I have missed
1,118921133278,So he will not be in the final   I will have to go find a YT of the semi....I have seen all the SF3 clips ...,So he will not be in the final I will have to go find a YT of the semi.I have seen all the SF3 clips .
2,118919133276,Maybe you will run into Nick 2,Maybe you will run into Nick 2
3,118923133280,who have you noticed now Kate ?,who have you noticed now Kate 
4,118922133279,you should make your friend take you out again next wk and pay for you bcos of it,you should make your friend take you out again next wk and pay for you bcos of it
5,118917133274,It will be easier next yr now we do not have d/light savings..tho it might still come in,It will be easier next yr now we do not have dlight savings.tho it might still come in
6,118915133272,I knew you would Kate  Thanks! or you could just kidnap him,I knew you would Kate Thanks or you could just kidnap him
7,118914133271,As long as he is not crazy Kate... then he can just be hot,As long as he is not crazy Kate. then he can just be hot
8,118916133273,I was just reading the paper online .... it will give them 2wks 2 come up with something worse,I was just reading the paper online . it will give them 2wks come up with something worse
9,118918133275,Kind of like another certain German... in WW2 Kate,Kind of like another certain German. in WW2 Kate
