,id,text
0,820702603189198848,Niagara Falls .
1,820285826143834112,she is just like a walk in the park. *.
2,821471392566636544,.
3,820032866490970113,Follow the light .
4,821855894157676544,.
5,820099472927653890,I tried to go no handed. Peep wanderlust_donner in the back. @ Flips Gymnastics and Sport
6,821055885900480512,Nature walk with Mr.Marley through Joseph Davis Park Nature Trail @ Joseph Davis.
7,821329670402613248,Just chillin' [?].
8,820830229480538112,Behind the scenes: Niagara Falls from the back! .
9,820825463559962624,"What an amazing view ! Winter, my favorite season :) ."
