,id,text,sentiment_text
0,228133242490,"Thank you my new friend for the McLovin'   Entertaining, engaging and fun. --->",Thank you my new friend for the McLovin Entertaing engaging and fun. 
1,228125242482,Follow me!,Follow me
2,228132242489,My pleasure Joe. Mean every word   #FollowFriday,My pleasure Joe. Mean every word 
3,228127242484,"hmm, you doing some interesting following!..going to dip into them for starters and see where I end up!",hmm you doing some interesting following.going to dip into them for starters and see where I end up
4,228129242486,"noooo! it is almost winter over here, joe haha. it is about 50 degrees and i'm freezing  so hot chocolate sounds awesome!",noo it is almost winter over here joe ha. it is about degrees and im freezing so hot chocolate sounds awesome
5,228126242483,its running along some type of nerve my doctor said   He said something about loss of sensation on the left side of my body.,its running along some type of nerve my doctor said He said something about loss of sensation the left side of my body.
6,228130242487,hmm have a short quintet. (strings) tons of wind quintets with awesome oboe parts. No solo though.  coupla e horn pieces,hmm have a short quintet. strings tons of wind quintets with awesome oboe parts. No solo though. coupla e horn pieces
7,228131242488,"Thank you,  Have a great day, Love you.  I am going to take a nap with Mom,, maybe even sleep.",Thank you Have a great day Love you. I am going to take a nap with Mom maybe even sleep.
8,228128242485,"i do not know! i think it is going to be a while  you will be on the road for a while and the one show in va, i cannot go to. sad face",i do not know i think it is going to be a while you will be on the road for a while and the one show in va i cannot go to. sad face
9,228124242481,Thanks for the #followfriday recommendation!!!,Thanks for the recommendation
