,id,text
0,873392544280739842,"A true wonder of nature @ Niagara Falls, Ontario, Canada"
1,874686221531926529,Good time with good people @ Hotel at The Lafayette
2,873176393865203716,Early morning Friday lovin. @ Hotel at The Lafayette
3,873640694342135809,"I am at Hyatt Regency Buffalo / Hotel and Conference Center in Buffalo, NY"
4,875324600657346560,Morning run with Ali. Will pass on the morning swim until we get to the lake. .
5,875132962521714688,Traveling for work is nice but being back home is always relaxing @ Outer Harbor Buffalo
6,874771018442788864,"We travel not to escape life, but for life not to escape us."" - Anonymous ."
7,873244302406696960,Live bands make better for better dancing. @ Hotel at The Lafayette
8,873718320633085953,Number @.
9,875459811776888832,"Today's adventure @ Niagara Falls, Ontario"
