,id,text
0,730208271483686912,"Street in Elmwood Village district of NY. @ Buffalo, New York"
1,730580206008684545,Emergent today in .
2,729986635807526912,@ Niagara Fall - The Great Falls
3,729834748579872769,I find myself in nature a lot these days. .
4,729742240726257666,"In the midst of the mist there was this.# @ Niagara Falls, Ontario"
5,730094835126947840,"Historic Pierce-Arrow showroom in NY. @ Buffalo, New York"
6,730133564444925952,A glance of the spring.always amazed at the beauty of nature~ .
7,729958717848989697,Made it back to buffalo. I guess my vacation has not stopped! I am home baby Henny On Deck!.
8,746374085412806656,Cave of the winds @ Niagara Falls @ Cave of the Winds
9,730368360584757250,it is springtime at @ Niagara.
