,id,text
0,874167456935415808,"The beauty of nature is indescribable. niagarafallscanada @ Niagara Falls,."
1,874795263684202497,"Every teardrop is a waterfall @ Niagara Falls, Ontario"
2,874448802068832256,Try The Tower Hotel is committed to delivering our guests an unrivaled dimension
3,873984318108045314,The Allentown Art Festival. [?]@.
4,453854708562919424,"Man, I need a vacation. And not one of those ""do stuff"" vacations, but ""sit on a beach drinking and watching scant."
5,453693579177639936,Sam % asked us if we could turn on the Women's Ncaa finals game. I think the cold weather messed with his brain. Kid needs this vacation.
6,453727276119891968,Well there goes my travel hockey career.
7,874539925269512193,Perfect weather for a boat ride [?] @ Niagara.
8,453934928372449280,If I do not go on a vacation soon I am convinced I will go completely insane
9,453938759332298754,Downloaded skype just so I can see kellies face while I am on vacation
