,id,text,sentiment_text
0,570297185704812545323346,I need help about a ticket. DM me,I need help about a ticket. DM me
1,570302717085790209323342,thanks 4 making it impossibly expensive 2 change 2 a flight leaving less than 24 hrs earlier than my reservation #1lesscustomer,thanks making it impossibly expensive change a flight leaving less than hrs earlier than my reservation 
2,570302023968694272323343,Well I did miss it. But gate agents had rebooked boarding pass waiting when I landed. Time for lunch & a beverage. Easy cheesy,Well I did miss it. But gate agents had rebooked boarding pass waiting when I landed. Time for lunch a beverage. Easy cheesy
3,570298036938772483323345,Why have not you issued a travel advisory for Charlotte Wednesday night and Thursday? 4-6 inches of snow.,Why have not you issued a travel advisory for Charlotte Wednesday night and Thursday inches of snow.
4,570296516314845185323348,thanks for making me miss my meeting in Dallas. 700 dollars down the toilet,thanks for making me miss my meeting in Dallas dollars down the toilet
5,570296273611448320323349,I have two tight connections in #Charlotte and #Frankfurt,I have two tight connections in and 
6,570303720308809728323341,I have been on hold to change a date on a ticket for over 3 hours. Can someone please assist me? Unacceptable.,I have been on hold to change a date on a ticket for over hours. Can someone please assist me Unacceptable.
7,570296212336865283323350,"Said only way to get on plane about to leave that would make my connection was a $75 fee. Instead of earlier, I am now Late Flightr!",Said only way to get on plane about to leave that would make my connection was a fee. Instead of earlier I am now Late Flightr
8,570296537433186305323347,DeeDee and Lynn S. have been great here in PHX; Richard P. here was a jerk. Rude to us and our parents for no reason.,Dee and Lynn S. have been great here in PHX Richard P. here was a jerk. Rude to us and our parents for no reason.
9,570300325917270018323344,I cannot get anyone on the phone to help with award travel.Purchased extra miles and 10 minutes Late Flightr the miles needed was raised.,I cannot get anyone on the phone to help with award travel.Purchased extra miles and minutes Late Flightr the miles need was raised.
